Review,AMBIENCE#GENERAL,FOOD#PRICES,FOOD#QUALITY,SERVICE#GENERAL
"• Gà nướng Anh Tư • Được bạn bè giới thiệu cho quán ni nói cũng ngon nên từ Nam SG cũng ráng lết qua Đông SG ăn 😅😅• Gà nướng 1 con 130k, sau khi ăn 1 con có quyền order thêm 1/2 con chứ kêu 1/2 con từ ban đầu hình như hổng được. Quán đông cực kì nhưng gà lên nhanh, còn nóng sơ sơ nhưng nhanh nguội lắm. Thịt gà mềm, vị ướp vừa ăn, chắc chắn hổng phải gà ta rồi, gà ta làm j có giá này :))) ăn kèm với bánh mì và sốt chấm của quán, sốt chấm cũng ngonn, nói chung mình k có j phàn nàn nhưng mà thiệc tình là thấy hổng có j đặc biệt. So với Ò ó o thì gà bự hơn nhưng nướng có 1 vị thì hơi chán. Điểm tụ tập giá rẻ 👍🏻• Phục vụ tận tình, nhất là khoảng xe cộ, giữ xe miễn phí, khăn lạnh và trà đá tính xiền, đb gà lên nhanh nhưng tính tiền siêu lâuu. Maybe-will-come-back• 2 ng đi ăn thêm trà đá khăn các kiểu phải 150k.",0,3,3,3
"• Texas Chicken • Định đến ăn gà sốt Tomyum j j đó nhưng quán báo hết :v sẵn tiện ăn thử vị thảo mộc & tỏi mới của quán, quán nói ngonn 😛• Combo 2 miếng 86k có 2 gà giòn, bánh qui bơ, khoai tây chiên & 1 li refill tự do. Gọi thêm 1 gà rời 🍗 36k, ăn 3 miếng dzị 2 ng oke hơn gọi 2 cái combo 😎• Gà ngon, da gà giòn giòn, thảo mộc & tỏi bạn mình nói giống vị hạt nêm mì :)) mình thì thấy nó giốg vị snack, nhiều gia vị v 😭 lần sau ăn gà giòn hoặc tomyumm xem sao, bánh mì cực thơm bơ, 🍟 cũng oke. Tóm lại nhìn chung mọi thử ổn hơn nhiều sau 1 tgian trung thành với Popeyes.• Phục vụ nhanh nhẹn và nhiệt tình, còn lại k có j để phàn nàn, 2 ng ăn hết khoảng 130k xiền gà",0,3,1,1
"• Trên cả toẹt vời 😍• Vẫn hay ghé đây nhưng ng rỗng túi vì hủ tiếu mì ngon, đậm đà mà ăn vẫn no nê 😝 signature vẫn là hủ tiếu Hồ nhưng mình thích gọi mì hơn, menu của quán phong phú lắm có cả cơm, lẩu, các món đậu hủ, tráng miệng có tofu, bánh flan... Phong cách nước lèo ở đây nhạt nhưng kiểu nước hầm xương chứ k phải nhạt kiểu lạt lẽo 😅 lần nào ăn cũng húp gần hết tô. Thịt gà nòi chắc bà cố, nhai mỏi hàm luôn, đc nguyên cái đùi với cả nhiều thịt lắm 😝 mùi kì dầu k rõ nhưng mình vẫn rất ưng món nàyy• Quán nhỏ, chị pv dễ thương, nhanh nhẹn. Giữ xe miễn phí, khăn lạnh 1k.• 2 ng đi ăn thêm cả trángg miệng khoảng 100k là oke rồi.",2,0,1,1
"~ Bánh canh cua ngon rẻ• Bánh canh cua gia truyền 25k/tô. Giá này hợp túi tiền với một quán bình dzân lề đường mà vẫn đầy đủ topping 😝 nước lèo hơi nhạt một tí, mình vẫn nghe cái mùi mà k ai nghe :)) có lẽ ăn nh sẽ quen 😥 nhưng tụi mình vẫn nhất trí là quán này oke.• Bánh canh có vẻ nhiều, nước lèo có trứng mây như súp cua áh, quẩy 5k, nước mía 5k. Vừa căng bụng 😅😆🎉• Quán vỉa hè phục vụ nhanh nhẹn, tuy k có chỗ giữ xe, phải để dzưới lề đường nên hên xui dzễ hết chỗ lắm. Đối diện trường Cao đẳng kinh tế• 2 người đi ăn hết 60k",3,1,1,1
"~ Bánh xèo hợp túi xiềnn• Bánh xèo 19k/cái đủ vị bò, tôm, mực.• Tôm và bò ngon còn mực bình thường, k tươi, bánh k đc giòn lắmm. Được cái nước mắm ngon, có 1 chung để đậu tương j đó thơm mùi sả, bỏ chung vô nước mắm ăn thấy ngon hơn hẳn 😆 bánh tráng phải kiu mới có, 2 ng ăn 3 cái vừa ngon hơi thiếu no, ăn thêm ngán chắc :v• Nv phục vụ cũng nhiệt tình, quán đông nên lên món lâu, lâu thèm bánh xèo quá rồi ra đây thấy cũng ưng ý, mong lần sau chiên giòn thêm xíu nữa là toẹtt• 2 ng đi ăn hết khoảng 60k",0,1,3,1
"~ Gà nướng nhỏ mà có võ, nướng thấm sốt nên ngon cực kì 😄• Gà nướng 139k/con khối lượng cố định của quán. Order xong mới bắt đầu nướng nên hơi lâuu, bù lại gà cực ngonn, thịt mềm nhưng k bở như gà công nghiệp, ướp vừa ăn rồi nên cũng k cần chấm sốt đi kèm nữa 😂😂• Đợt tới đó chỉ ăn gà nướng, lần sau sẽ triển các loại lẩu. Khoảng 300k/2 người",0,3,1,0
"~ Tô chất lượng cho bữa sáng truyền thống toẹt vờii 👍🏻👍🏻• Phở Hoà 260C Pasteur • 1 tô nạm gầu mềm 65k cực chất ăn no căng chất lượng 👍🏻 nước dzùng thấy cũng okee, như ri là được tô phở ngon rồi. Quán đông nên pv hơi lâu, ngoài phở nhiều món tráng miệng lắm như bánh flan, pateso... Giữ xe hình như 4k 😑• 2 ng ăn hết khoảng 140k.",0,3,1,2
"⛔️THÔNG BÁO⛔️🎄🎊☕️NEW MENU🎊🎊🎊🎊🍛🍴Do Nguồn Nhập Lương Thực _Thực Phẩm Có Chút Biến Động⛔️Nên BÁNH MÌ CHẢO 211 Có Thay Đổi Chút Ít Về Giá$⛔️Bắt Đầu Áp Dụng MENU MỚI Từ Ngày   01/01/2017 (Tết Dương Lịch)⛔️Rất Mong Quý Thực Khách Chấp Nhận & Tiếp Tục Ủng Hộ QuánVới tiêu chí:+ Chất lượng món ăn là ưu tiên hàng đầu của quán.+ Sạch sẽ, vệ sinh an toàn thực phẩm+Phục vụ tốt ,giá cả hợp lýQuán đã được quý thực khách chấp nhận & ủng hộ trong suốt thời gian qua.Thanks All❤️❤️❤️❤️❤️❤️❤️❤️ ⛔️Những ngày cuối của năm cũ 2016 sắp đi qua,năm mới 2017 sắp đếnChúc mọi người sang năm mới nhiều may mắn,hạnh phúc,thành công trên mọi lĩnh vực.❤️Xuân này hơn hẳn mấy xuân qua. Phúc lộc đưa nhau đến từng nhà. Vài lời cung chúc tân niên mới. Vạn sự an khang vạn sự lành.",0,3,1,1
"✨ Nem nướng Nha Trang là món đặc biệt nhất ở đây, siêu ngon, bình thường nem nướng không có bún, nhưng thêm bún vào thì no hơn✨ Ngoài ra bún cá ở đây siêu ngon, có sứa, chả cá, cá, vị vừa, hải sản tươi ngon nè✨ Bánh hỏi cũng khá ngon",0,0,1,0
"✨Bún bò ở đây đầy ắp tràn tô, trong tô đầy đủ thịt, chả các loại✨ Bún ở đây cực kì đặc biệt là vì được làm tại quán, có nhiều màu, nhưng màu không phải vì hoá chất đâu nha, màu của bún làm từ rau củ luôn nè✨ Bún có 5 màu: ngoại trừ màu trắng truyền thống thì bún tím làm từ bắp cải tím, sợi bún vàng lấy màu từ bí đỏ, xanh là từ cải bó xôi, cam là màu từ gấc✨ Tô chỉ có 59k thôi nha",0,1,1,0
"❤❤COMBO SIÊU HOÀNH TRÁNG CHÀO MỪNG 8-3❤❤"" ĐÁNH DẤU NGAY VÀ LUÔN THÔI NÀO""😍😍😍Nhân dịp quốc tế phụ nữ sắp kéo đến nè, từ ngày 3-3 chương trình khuyến mãi với những COMBO món hấp dẫn tràn trề mà giá cực tiết kiệm,cực rẻ mà no cành lun👍👍👍+ COMBO 99K 🐷1/ Tokbokki trứng2/  Lẩu kim chi3/  Bánh bạch tuộc trứng cút4/  Trà sữa Phố Nhỏ + COMBO 169K 🐷🐷1/  Tokbokki hải sản2/   Kimpap thanh cua3/   Lẩu kim chi4/   Gà sốt cay5/   Bộ đôi trà sữa Phố Nhỏ+ COMBO 239K 🐷🐷🐷1/   Tokbokki thanh cua2/   Kimpap chà bông3/   Lẩu Hải Sản4/   Bánh bạch tuộc trứng cút5/   Thịt bò cuộn phô mai Hàn quốc6/   Kim chi 7/   Bộ đôi trà sữa Phố nhỏ+ COMBO 299k 🐷🐷🐷🐷1/   Tokbokki hải sản2/   Kimpap chà bông3/   Trứng cút PhôMai4/   Lẩu bò cay5/   Gà cay Phủ phô mai6/   Cơm trộn Hàn Quốc7/   Bánh bạch tuộc trứng cút8/   Bộ đôi trà sữa Phố nhỏ👍👍Chương trinh kéo dài từ 3-3 đến 15-3💖💓 🙋Địa chỉ:71/1 lê trọng tấn,phường sơn kì,quận Tân Phú😇Fb: http://www.facebook.com/Phonho/",0,1,1,0
"🌋🌋🌋 GỌI MÓN THẢ GA - COCA THẢ CỬA 🎁 MIỄN PHÍ 1 ly #CocaCola khi order món bất kỳ tại quán #ÔngDzú nhen các tềnh êu ơi.🏠🍲 Menu có: 🍜Mì bay, 🍗Mì gà quay, 🍲Hủ tíu Nam Vang, 🍝Bún bò xào, 🐮Bò né, 🦀Nem cua bể. Tha hồ lựa chọn luôn nhen. ✨Chương trình áp dụng từ 01/04 - 08/04/2017 🏠: 104 Phùng Văn Cung, Phú Nhuận ( Ngã tư Phùng Văn Cung, Thích Quảng Đức, Phan Đăng Lưu).",0,0,0,0
"🌟: 🌕🌕🌕🌑🌑🏩: Bánh canh bò viên💸: 50.000đ/2 người📝: Ấn tượng nhất nhất ở đây là cục bò viên. Thề là nó bự như cái bánh xe bò, cỡ trái banh tennis là ít. Cắn vào ngập răng luôn, có thể cảm nhận miếng gân trong đó cùng với nhiều tiêu, tuy tất nhiên sẽ có bột rồi.Tô bánh canh bò viên không nạc không giò không xương này là 24.000đ, không hẳn là mắc, vì cục bò viên này thật sự rất to. Nhưng mà bánh canh thì cũng ok thoai, nước dùng như hủ tíu ấy, bánh canh ăn 1 tô thì vẫn hơi đoi đói.Ngồi ngoài vỉa hè, cuối đường NVN, đồ ăn ra nhanh, cũng khá nhiều người tới ăn đó nha, tới trễ là không còn giò xương gì đâu.Fan bò viên nên ghé qua thử ăn cho sướng nha 😎",2,3,1,1
"🌟: 🌕🌕🌕🌕🌑🏩: Hủ Tiếu Mỹ Tho Thanh Xuân 62 Tôn Thất Thiệp, Quận 1💸: 100.000đ/2 người📝: Hủ tiếu NGON NHÌ SÀI GÒN vì chưa tìm được chổ nào ngon nhất 😂. Quán này trứ danh cũng phải hơn được 60 70 năm rồi, hủ tiếu gia truyền từ thời xưa luôn í. Mèo Béo đến thử thì đúng là gia truyền thật, ngon dã man. Một tô đầy đủ như này có lòng thịt nạc, cua, 2 con tôm, thịt bằm đầy đủ vãi xoài luôn ấy nhá, chưa ăn tô thập cẩm nào mà nhiều cua như này luôn 😳. Đặc biệt hủ tiếu khô ở đây còn ngon bạo nữa, có sốt chuyên để trộn lên ăn đậm vị, sền sệt mà KHÔNG CHỔ NÀO CÓ ấy. Tuy giá có cao từ 30-50.000đ nhưng hoàn toàn xứng đáng với chất lượng thịt thà nhá 😁",0,3,1,0
"🌟: 🌕🌕🌕🌗🌑🏩: Bánh Canh Ghẹ Ba Sạch 66 Hoa Cúc, Quận Phú Nhuận💸: 80.000đ/2 người📝: Bánh canh ghẹ chổ này khá xịn, thấy nhiều người ăn lắm nè. Hôm nay Mèo Béo ăn bánh canh hải sản tô thường 30.000đ thấy rất xứng đáng luôn nha. Tô này có tôm tích, mực, 2 cây chả to, thịt heo. Hải sản nhiều, ăn quá chừng mực với bánh canh dai, ăn đủ no đó nha. Không tiếc 30.000đ tí nào.Tô bánh canh ghẹ thì có giá 55.000đ, thịt ghẹ bóc sẵn tuy không nhiều dữ dằn mà thịt cua ngon, không bở mấy.",0,3,1,0
"🌟🌟PHỐ LÊN ĐÈN, FRESH CORNER LÊN LẨU🌟🌟 Lẩu cập bến Fresh Corner Quận 4 rồi nè khách ơi 🍲😘Món lẩu được mở hàng bởi gia đình nhỏ thật đáng yêu nè <3 Menu lẩu tại Fresh Corner (Lẩu một người/ Lẩu lớn cùng chia): 🍲 Lẩu Thái hải sản 🍲 Lẩu chua hải sản 🍲 Lẩu gà lá giang 🍲 Lẩu gân bò 🍲 Lẩu cá bớp măng chua 🍲 Lẩu chay Fresh Corner FRESH CORNER 😉😉Thức uống tươi - Món luôn mới!14 - 16 Tôn Đản, P.13, Q.4, TP-HCM****************✔ Bán cơm - Bán cháo - Bán bánh✔ Bán sự tin tưởng - Bán chất lượng***************Mọi ý kiến đóng góp, khách luôn có thể liên hệ: 0903 903 #105",0,1,0,0
"🌸 PHỐ NHẬT 🌸Địa chỉ : 39 Nguyễn Thái Học, Q.1, Tp.HCM-------Địa điểm để ăn đồ Nhật giá rẻ chính là ở đây rồi nè.🐥Một bàn đầy ụ đồ ăn như hình, đủ để 2 người ăn no quên lối về tổng cộng tốn hết 296k nha mọi người.🐥Tụi mình gọi 1 Phố Nhật Salada 35k, 1 Winter Roll 58k, 1 Spicy Salmon Roll 52k, 1 Kaisen Yaki Udon 98k và 2 Soda.🐥Phố Nhật Salada là món salad để ăn kèm thôi, mà sốt ngon quá nên tụi mình ăn còn nhiều hơn món chính nữa. Winter roll thì có phần nhân cuộn bên trong được tẩm ướp đậm đà xong chiên giòn giòn ăn thích lắm, nên mình siêu kết món này luôn, còn Salmon Roll thì nhân tươi lắm, ăn rất thích. 🐥Về udon thì mình thấy ăn ổn, nhưng không ấn tượng bằng các món đã kể ở trên, dù vậy một đĩa như hình siêu nhiều luôn nha các cậu, hai đứa mình ăn mà no óc ách luôn đó.🐥Về soda thì tụi mình chọn một Blueberry Soda 27k , cùng một Strawberry& Guawa Soda 26k. Mình thích Blueberry Soda hơn do có vị thanh mát lắm mà uống giải khát siêu thích luôn, Strawberry thì vị nhạt hơn nên không ấn tượng lắm nè.🐥Tổng quan là đồ ăn ở Phố Nhật theo mình thấy thì chất lượng lắm, mà giá rất chi là học sinh – sinh viên luôn, điểm cộng thêm nữa là menu đa dạng lắm, còn dàn nhân viên thì nhiệt tình, chu đáo vô cùng.🐥Điểm trừ duy nhất ở đây chỉ là không gian hơi nhỏ hẹp nè, trần hơi thấp, do đó chống chỉ định các bạn chân dài nhen, còn lại thì mình thấy Phố Nhật là một sự lựa chọn lý tưởng trong những ngày thèm món Nhật mà kinh phí lại eo hẹp nè !!!.",2,1,1,1
🌺Bún Đậu Sa Tế Gấu's chỉ có Gấu's mới có tại chưa thấy qán nào bán :))) . 😘Các tín đồ ăn cay k cần phải bỏ ớt chỉ cần bỏ sa tế là đủ ngon x10 lần bỏ ớt vào mắm tôm . E đã thử rồi mới bán sa tế đc làm khác tất cả các quán nhé 😁😁😁😁 . Mấy chế ăn cay đừng có cho dầu sa tế zô k nha . Ngon là  ngon ở chỗ  cay mấy chế hôg ăn đó 😘😘😘Quán bán từ 16g-21g hằng ngày . Chủ nhật nghỉ . 🏠Đ/chỉ 279 Tô Ngọc Vân là thấy Đg 35 quẹo zô kiếm số nhà 27 dùm em nha . 📞0937.377.#345,0,0,1,0
"🍀NƯỚC SÂM HẠT CHIA - ĐƯỜNG CỎ NGỌT STEVIA🍀HURRAYY !!! 90 chai ""Nước sâm hạt chia - Đường cỏ ngọt Stevia"" đã được ship đến tận tay các bác sĩ ở bệnh viện Chợ Rẫy và bệnh viện Đại học Y Dược 🌟Khách cũng biết là trong menu của Fresh Corner có món ""Nước sâm hạt é nhà làm"" cực kỳ mát và dễ uống. Tuy nhiên với nước sâm bình thường được nấu bằng đường kính thì các khách ăn kiêng hoặc có bệnh phải kiêng đường (như tiểu đường) thì sẽ không dùng được :'( Do vậy , Fresh Corner đã nghiên cứu cho ra đời phiên bản nước sâm mới, giải pháp AN TOÀN cho khách ăn kiêng và có bệnh tiểu đường 🎉🎉🍹🍹 NƯỚC SÂM HẠT CHIA - ĐƯỜNG CỎ NGỌT STEVIA 🍹🍹""Nước sâm hạt Chia - Đường cỏ ngọt Stevia"" HOÀN TOÀN được nấu bằng đường chiết xuất từ cỏ ngọt Stevia - một loại đường ăn kiêng mà khi dùng không làm tăng lượng đường trong máu như đường kính. Thêm vào đó là hạt é cũng được thay thế bằng hạt Chia có hàm lượng dinh dưỡng cao hơn, phần nào bổ trợ thêm dưỡng chất cho cơ thể chúng ta.Vậy là từ giờ khách ăn kiêng hoặc có bệnh tiểu đường có thể thoải mái uống nước sâm vừa mát - vừa ngon - vừa tốt cho sức khỏe mà vẫn có thể kiểm soát lượng đường trong máu, phần nào giảm bớt nỗi lo của mình (Y)""Sức khỏe - vệ sinh"" là tiêu chí hàng đầu của Fresh Corner khi đưa sản phẩm đến tay của khách !Hiện tại sản phẩm ""Nước sâm hạt Chia - Đường cỏ ngọt Stevia"" đang được bán với số lượng giới hạn ạ. Nếu khách cần Ad tư vấn, khách có thể inbox trực tiếp cho Ad hoặc liên hệ số điện thoại hotline: 0903 903 105 ạ.FRESH CORNERThức uống tươi - Món luôn mới!14 - 16 Tôn Đản, P.13, Q.4, TP-HCM****************✔ Bán cơm - Bán cháo - Bán bánh✔ Bán sự tin tưởng - Bán chất lượng***************Mọi ý kiến đóng góp, khách luôn có thể liên hệ: 0903 903 #105",0,0,0,0
🍗🍗🍗🍗 gà nướng ngon da giòn vàng rụm mà 1 mẹt cũng được khá là nhiều với giá 285k,0,1,1,0
🍛🍛🍛 tuyệt zời ông mặt tời,0,0,0,0
"🍜🍲🍣🍣 không gian đẹp, với đứa ham ăn như tui thì đồ ăn rất ngon ạ. cạn lời",1,0,1,0
"🍜Ăn trưa - Ăn tối ngon miệng với mì cay HanVi😻🔜Hãy đến với quán mì cay HanVi để cùng bạn bè và gia đình thưởng thức tô mì cay nóng hổi thơm ngon ,bảo đảm ăn là ghiền ngay! Mì cay cấp độ từ 0-7:🎀Có 3 loại mì cho bạn lựa chọn : 1. Mì kim chi bò trứng : 25k 2. Mì kim chi thập cẩm : 35k 3. Mì kim chi hải sản : 35k 🎀THỨC UỐNG : 1. Trà đào  : 15k 2. Yauort Việt Quất : 15k3. Yauort Chanh dây : 15k4. Yauort Kiwi : 15k5. Trà sữa tươi túi lọc : 12k6. Trà sữa hương bạc hà : 12k7. Trà sữa hương đào : 12k8. Trà sữa Thái xanh : 12k9. Trà sữa Thái đỏ : 12k10. Soda chanh : 10k11. Soda đào :  10k12. Soda bạc hà : 10k👍Đặc biệt quán luôn có combo 40k gồm1 MÌ THẬP CẨM + 1 TRÀ SỮA BẤT KỲ✔️Giao hàng tận nơi trong 30p với hoá đơn trên 100k 🙀Tel : 0944157928 Trân trọng kính mời! #mìcayhanvi  #mìcay7cấpđộ",0,3,1,1
